Os01g0132700	AT1G07950
Os01g0132700	AT1G16430
Os01g0132800	AT5G16140
Os01g0132800	AT5G38290
Os01g0133400	AT5G16150
Os01g0133500	AT1G25375
Os01g0133900	AT1G68400
Os01g0134500	AT3G02580
Os01g0134500	AT3G02590
Os01g0134700	AT1G73805
Os01g0135700	AT1G66400
Os01g0135700	AT5G37770
Os01g0136400	AT1G66880
Os01g0136400	AT5G38210
Os01g0136800	AT1G66880
Os01g0136800	AT5G38210
Os01g0137950	AT1G36005
Os01g0137950	AT1G66910
Os01g0137950	AT1G66920
Os01g0137950	AT1G66930
Os01g0137950	AT1G67000
Os01g0137950	AT1G70250
Os01g0137950	AT4G18250
Os01g0137950	AT5G38240
Os01g0137950	AT5G38250
Os01g0137950	AT5G38260
Os01g0137950	AT5G38280
Os01g0137950	AT5G39020
Os01g0137950	AT5G39030
Os01g0138500	AT1G15030
Os01g0138500	AT2G01260
Os01g0138800	AT1G66860
Os01g0138800	AT5G38200
Os01g0138900	AT3G18270
Os01g0139000	AT3G18260
Os01g0139200	AT1G25300
Os01g0139200	AT2G01190
Os01g0139200	AT3G18230
Os01g0139200	AT5G16220
Os01g0139600	AT2G01180
Os01g0139600	AT3G02600
Os01g0140100	AT3G18490
Os01g0140400	AT1G25570
Os01g0140700	AT3G25730
Os01g0141000	AT3G25730
Os01g0141100	AT2G27600
Os01g0141300	AT2G27600
Os01g0141600	AT5G01510
Os01g0141700	AT5G58760
Os01g0141900	AT2G38160
Os01g0141900	AT2G40070
Os01g0141900	AT3G09000
Os01g0141900	AT5G01280
Os01g0142100	AT5G05740
Os01g0142200	AT4G34412
Os01g0142300	AT5G01220
Os01g0143100	AT2G37890
Os01g0143100	AT3G53940
Os01g0143300	AT2G39790
Os01g0143300	AT2G39795
Os01g0143300	AT3G55605
Os01g0143300	AT5G05990
Os01g0143700	AT2G39790
Os01g0143700	AT2G39795
Os01g0143700	AT3G55605
Os01g0143700	AT5G05990
Os01g0143800	AT2G39790
Os01g0143800	AT2G39795
Os01g0143800	AT3G55605
Os01g0143800	AT5G05990
Os01g0144100	AT2G44920
Os01g0144200	AT2G37680
Os01g0144340	AT3G12380
Os01g0144500	AT2G29070
Os01g0144600	AT5G59460
Os01g0147001	AT4G36890
Os01g0147001	AT5G67230
Os01g0147200	AT1G32130
Os01g0147200	AT4G19000
Os01g0147300	AT2G29050
Os01g0147300	AT3G53780
Os01g0147400	AT1G15910
Os01g0147400	AT1G80790
Os01g0147400	AT3G29375
Os01g0147400	AT4G00380
Os01g0147700	AT1G15910
Os01g0147700	AT1G80790
Os01g0147700	AT3G29375
Os01g0147700	AT4G00380
Os01g0147800	AT2G39690
Os01g0148000	AT5G02310
Os01g0148050	AT5G02310
Os01g0148400	AT1G52930
Os01g0148400	AT3G15460
Os01g0149600	AT2G37470
Os01g0149600	AT3G09480
Os01g0149600	AT5G02570
Os01g0150000	AT3G55360
Os01g0150100	AT2G39550
Os01g0150200	AT5G10480
Os01g0150400	AT5G10480
Os01g0150500	AT5G10480
Os01g0150800	AT5G10480
Os01g0151200	AT2G28800
Os01g0151500	AT4G29210
Os01g0151700	AT2G37540
Os01g0151700	AT5G02540
Os01g0151900	AT3G15200
Os01g0152300	AT2G37470
Os01g0152300	AT3G09480
Os01g0152300	AT5G02570
Os01g0152900	AT2G37470
Os01g0152900	AT3G09480
Os01g0152900	AT5G02570
Os01g0153100	AT2G37470
Os01g0153100	AT3G09480
Os01g0153100	AT5G02570
Os01g0153300	AT2G37470
Os01g0153300	AT3G09480
Os01g0153300	AT5G02570
Os01g0153400	AT4G33760
Os01g0153800	AT5G06570
Os01g0155000	AT5G06570
Os01g0155300	AT1G07730
Os01g0155300	AT2G28670
Os01g0155500	AT2G39360
Os01g0155500	AT3G46290
Os01g0155500	AT5G59700
Os01g0155600	AT2G37340
Os01g0155600	AT3G53500
Os01g0157700	AT2G37090
Os01g0157800	AT2G35795
Os01g0157800	AT3G09700
Os01g0157800	AT5G03030
Os01g0157900	AT2G37110
Os01g0158000	AT5G03070
Os01g0158400	AT1G33920
Os01g0158400	AT1G65390
Os01g0158400	AT4G19840
Os01g0158400	AT4G19850
Os01g0158400	AT5G45090
Os01g0158500	AT1G66530
Os01g0158500	AT4G26300
Os01g0158800	AT3G11200
Os01g0158800	AT5G05610
Os01g0158900	AT5G05660
Os01g0159200	AT5G03170
Os01g0159200	AT5G60490
Os01g0159300	AT2G37150
Os01g0159400	AT3G51840
Os01g0162500	AT1G45616
Os01g0162500	AT1G47890
Os01g0162500	AT1G71390
Os01g0162500	AT1G71400
Os01g0162500	AT2G15042
Os01g0162500	AT2G15080
Os01g0162500	AT2G25440
Os01g0162500	AT2G32660
Os01g0162500	AT2G32680
Os01g0162500	AT2G33020
Os01g0162500	AT2G33030
Os01g0162500	AT2G33050
Os01g0162500	AT2G33060
Os01g0162500	AT2G33080
Os01g0162500	AT3G05360
Os01g0162500	AT3G05370
Os01g0162500	AT3G05650
Os01g0162500	AT3G05660
Os01g0162500	AT3G11010
Os01g0162500	AT3G11080
Os01g0162500	AT3G23010
Os01g0162500	AT3G23110
Os01g0162500	AT3G23120
Os01g0162500	AT3G24900
Os01g0162500	AT3G24982
Os01g0162500	AT3G25010
Os01g0162500	AT3G25020
Os01g0162500	AT3G28890
Os01g0162500	AT4G13810
Os01g0162500	AT4G13820
Os01g0162500	AT4G13880
Os01g0162500	AT4G13920
Os01g0162500	AT5G27060
Os01g0162500	AT5G40170
Os01g0164400	AT5G58470
Os01g0164500	AT1G71280
Os01g0164500	AT1G71370
Os01g0164500	AT5G05450
Os01g0164600	AT2G30170
Os01g0164700	AT5G63220
Os01g0164800	AT4G00020
Os01g0164800	AT5G01630
Os01g0164900	AT4G00020
Os01g0164900	AT5G01630
Os01g0165000	AT3G11020
Os01g0165000	AT5G05410
Os01g0165100	AT2G40390
Os01g0165100	AT5G64190
Os01g0165200	AT5G01660
Os01g0166100	AT2G40410
Os01g0166100	AT3G56170
Os01g0166400	AT4G35530
Os01g0166700	AT3G51730
Os01g0166700	AT5G01800
Os01g0166800	AT2G40550
Os01g0167500	AT1G06890
Os01g0167500	AT2G30460
Os01g0167750	AT5G66631
Os01g0167900	AT2G30500
Os01g0167900	AT5G58320
Os01g0168100	AT3G10880
Os01g0168100	AT5G05180
Os01g0168200	AT2G40790
Os01g0168200	AT3G08710
Os01g0168200	AT3G56420
Os01g0168400	AT5G01960
Os01g0168500	AT2G40810
Os01g0168500	AT3G56440
Os01g0168800	AT4G33180
Os01g0168800	AT5G21950
Os01g0169400	AT5G63090
Os01g0169500	AT3G27670
Os01g0169800	AT1G23320
Os01g0169800	AT1G70560
Os01g0169800	AT4G24670
Os01g0169900	AT3G01560
Os01g0169900	AT5G14540
Os01g0170000	AT5G40390
Os01g0170100	AT4G34140
Os01g0170500	AT5G50150
Os01g0170800	AT3G56030
Os01g0171100	AT3G04710
Os01g0171100	AT3G28875
Os01g0171100	AT3G28880
Os01g0171800	AT3G27770
Os01g0172000	AT2G47760
Os01g0172100	AT3G01550
Os01g0172200	AT3G01540
Os01g0172200	AT5G14610
Os01g0172600	AT2G41480
Os01g0172800	AT2G41475
Os01g0172800	AT5G07190
Os01g0172800	AT5G62200
Os01g0172800	AT5G62210
Os01g0172900	AT3G15720
Os01g0172900	AT4G32370
Os01g0172900	AT4G35670
Os01g0172900	AT5G17200
Os01g0172900	AT5G27530
Os01g0172900	AT5G44830
Os01g0172900	AT5G44840
Os01g0173000	AT1G52590
Os01g0173600	AT1G15380
Os01g0173600	AT1G80160
Os01g0173900	AT1G71330
Os01g0173900	AT3G13080
Os01g0173900	AT3G13090
Os01g0173900	AT3G13100
Os01g0174300	AT5G20080
Os01g0174500	AT4G25600
Os01g0174700	AT2G26700
Os01g0174900	AT3G15660
Os01g0175000	AT1G47780
Os01g0175000	AT1G47786
Os01g0175000	AT1G51300
Os01g0175000	AT1G52460
Os01g0175000	AT1G52470
Os01g0175000	AT1G52695
Os01g0175000	AT1G52700
Os01g0175000	AT3G15650
Os01g0175600	AT1G15460
Os01g0175600	AT1G74810
Os01g0175600	AT4G32510
Os01g0175600	AT5G25430
Os01g0175700	AT1G15460
Os01g0175700	AT1G74810
Os01g0175700	AT4G32510
Os01g0175700	AT5G25430
Os01g0176300	AT3G15930
Os01g0176400	AT1G52770
Os01g0176400	AT3G15570
Os01g0176700	AT2G03500
Os01g0177100	AT4G32551
Os01g0177200	AT3G20630
Os01g0177900	AT2G26910
Os01g0178000	AT1G80360
Os01g0178100	AT5G19950
Os01g0178200	AT5G19930
Os01g0178400	AT5G25510
Os01g0178500	AT1G80390
Os01g0178600	AT2G23945
Os01g0178600	AT4G12920
Os01g0178600	AT4G30030
Os01g0178600	AT4G30040
Os01g0178700	AT1G15590
Os01g0178700	AT1G80400
Os01g0178700	AT4G32600
Os01g0179000	AT3G62160
Os01g0179200	AT3G24350
Os01g0179300	AT2G25670
Os01g0179300	AT4G32610
Os01g0179400	AT2G25660
Os01g0179500	AT4G32620
Os01g0179600	AT1G05530
Os01g0179600	AT1G05560
Os01g0179600	AT4G14090
Os01g0179600	AT4G15550
Os01g0179700	AT1G02130
Os01g0179800	AT3G24460
Os01g0179800	AT4G13345
Os01g0180000	AT3G24480
Os01g0180000	AT4G13340
Os01g0180000	AT4G18670
Os01g0180600	AT3G24495
Os01g0180800	AT1G79920
Os01g0180800	AT1G79930
Os01g0180900	AT1G22950
Os01g0180900	AT1G48700
Os01g0180900	AT1G48740
Os01g0180900	AT3G18210
Os01g0180900	AT5G43660
Os01g0182200	AT3G04090
Os01g0182200	AT5G18290
Os01g0182400	AT2G36960
Os01g0182900	AT4G39420
Os01g0183000	AT1G71697
Os01g0183000	AT1G74320
Os01g0183000	AT4G09760
Os01g0183100	AT3G10530
Os01g0183300	AT1G34120
Os01g0183300	AT1G71710
Os01g0183400	AT5G43250
Os01g0183500	AT1G47620
Os01g0183500	AT1G57750
Os01g0183500	AT1G65340
Os01g0183500	AT1G66030
Os01g0183500	AT2G21910
Os01g0183500	AT2G23180
Os01g0183500	AT4G32170
Os01g0183500	AT4G39480
Os01g0183500	AT4G39490
Os01g0183500	AT4G39500
Os01g0183500	AT4G39510
Os01g0183500	AT5G02900
Os01g0183500	AT5G51900
Os01g0183500	AT5G52320
Os01g0183600	AT1G47620
Os01g0183600	AT1G57750
Os01g0183600	AT1G65340
Os01g0183600	AT1G66030
Os01g0183600	AT2G21910
Os01g0183600	AT2G23180
Os01g0183600	AT4G32170
Os01g0183600	AT4G39480
Os01g0183600	AT4G39490
Os01g0183600	AT4G39500
Os01g0183600	AT4G39510
Os01g0183600	AT5G02900
Os01g0183600	AT5G51900
Os01g0183600	AT5G52320
Os01g0183633	AT1G54217
Os01g0183633	AT4G26060
Os01g0183633	AT5G57060
Os01g0184000	AT5G11010
Os01g0184500	AT4G09730
Os01g0184800	AT5G14240
Os01g0184900	AT3G28730
Os01g0185100	AT1G27000
Os01g0185100	AT2G02730
Os01g0185200	AT1G25350
Os01g0185200	AT5G19720
Os01g0185300	AT3G62160
Os01g0185500	AT5G15120
Os01g0185500	AT5G39890
Os01g0185900	AT1G69810
Os01g0186000	AT5G26170
Os01g0186200	AT2G02710
Os01g0186700	AT2G19400
Os01g0186700	AT4G33080
Os01g0186900	AT4G29780
Os01g0186900	AT5G12010
Os01g0187400	AT4G32920
Os01g0187400	AT5G11700
Os01g0187600	AT2G19500
Os01g0187600	AT4G29740
Os01g0187600	AT5G56970
Os01g0187900	AT3G16350
Os01g0188100	AT1G35190
Os01g0188100	AT3G46480
Os01g0188100	AT3G46490
Os01g0188100	AT3G46500
Os01g0188400	AT1G79750
Os01g0188400	AT5G11670
Os01g0188400	AT5G25880
Os01g0190000	AT3G21360
Os01g0190300	AT1G51950
Os01g0190300	AT3G16500
Os01g0190300	AT5G25890
Os01g0190500	AT1G51960
Os01g0190500	AT3G16490
Os01g0190500	AT4G29150
Os01g0191100	AT2G27710
Os01g0191100	AT2G27720
Os01g0191100	AT3G28500
Os01g0191100	AT3G44590
Os01g0191100	AT5G40040
Os01g0191200	AT5G24770
Os01g0191200	AT5G24780
Os01g0191300	AT4G29230
Os01g0191300	AT5G56620
Os01g0191500	AT1G51980
Os01g0191500	AT3G16480
Os01g0191800	AT2G25880
Os01g0191800	AT4G32830
Os01g0192300	AT5G56840
Os01g0192600	AT2G19620
Os01g0192600	AT5G11790
Os01g0192600	AT5G56750
Os01g0192900	AT4G26200
Os01g0193500	AT4G29420
Os01g0193600	AT3G21300
Os01g0193900	AT3G05380
Os01g0193900	AT3G21430
Os01g0193900	AT5G27610
Os01g0194000	AT2G25460
Os01g0194200	AT1G17480
Os01g0194200	AT1G72670
Os01g0194300	AT1G64280
Os01g0194600	AT4G33040
Os01g0194600	AT5G11930
Os01g0195200	AT5G56890
Os01g0195400	AT5G11890
Os01g0195500	AT5G11900
Os01g0196500	AT1G17700
Os01g0196500	AT1G55190
Os01g0196500	AT3G13710
Os01g0196500	AT3G13720
Os01g0196500	AT4G29658
Os01g0196600	AT4G29680
Os01g0197100	AT3G13730
Os01g0197200	AT1G55150
Os01g0197450	AT1G17630
Os01g0197700	AT2G19500
Os01g0197700	AT4G29740
Os01g0197700	AT5G56970
Os01g0197900	AT2G19910
Os01g0197900	AT2G19920
Os01g0197900	AT2G19930
Os01g0198000	AT2G19910
Os01g0198000	AT2G19920
Os01g0198000	AT2G19930
Os01g0198100	AT2G19910
Os01g0198100	AT2G19920
Os01g0198100	AT2G19930
Os01g0198200	AT2G25760
Os01g0199400	AT5G11650
Os01g0199900	AT2G05140
Os01g0199900	AT2G37690
Os01g0200000	AT5G61500
Os01g0200300	AT1G52150
Os01g0200400	AT5G11640
Os01g0200500	AT3G16310
Os01g0200600	AT2G25820
Os01g0200600	AT4G32800
Os01g0200600	AT5G11590
Os01g0200600	AT5G25810
Os01g0201100	AT1G53100
Os01g0201100	AT3G15350
Os01g0201100	AT4G27480
Os01g0201200	AT3G46930
Os01g0201200	AT5G58950
Os01g0201700	AT2G42830
Os01g0201700	AT3G58780
Os01g0201700	AT4G18960
Os01g0202500	AT1G78600
Os01g0202700	AT1G65480
Os01g0202700	AT4G20370
Os01g0202800	AT1G31885
Os01g0202800	AT2G29870
Os01g0202800	AT2G34390
Os01g0202800	AT4G18910
Os01g0202800	AT4G19030
Os01g0203000	AT1G78700
Os01g0203300	AT1G53460
Os01g0203800	AT1G29300
Os01g0203800	AT1G53380
Os01g0203800	AT2G32130
Os01g0203800	AT3G14870
Os01g0204000	AT1G78650
Os01g0205100	AT5G45760
Os01g0205200	AT4G18750
Os01g0205500	AT2G42740
Os01g0205500	AT3G58700
Os01g0205500	AT4G18730
Os01g0205500	AT5G45775
Os01g0205600	AT1G65520
Os01g0205600	AT4G14430
Os01g0205600	AT4G14440
Os01g0205700	AT1G06390
Os01g0205700	AT2G30980
Os01g0206300	AT4G18700
Os01g0206300	AT5G45810
Os01g0206800	AT4G18640
Os01g0206800	AT5G45840
Os01g0207200	AT3G14920
Os01g0207400	AT3G14920
Os01g0207600	AT3G14920
Os01g0207700	AT5G64700
Os01g0207900	AT5G64700
Os01g0208000	AT5G64700
Os01g0208400	AT3G14920
Os01g0208600	AT1G29170
Os01g0208600	AT2G34150
Os01g0208600	AT4G18600
Os01g0209000	AT1G16900
Os01g0209400	AT1G53650
Os01g0209400	AT3G14450
Os01g0209500	AT2G28540
Os01g0209500	AT3G45630
Os01g0209500	AT5G60170
Os01g0209700	AT1G30040
Os01g0209700	AT1G78440
Os01g0209700	AT2G34555
Os01g0209800	AT2G34960
Os01g0210400	AT5G46220
Os01g0210500	AT1G17100
Os01g0210500	AT1G78450
Os01g0210500	AT1G78460
Os01g0210600	AT1G30020
Os01g0210700	AT4G18290
Os01g0210700	AT5G46240
Os01g0210900	AT2G28850
Os01g0210900	AT2G28860
Os01g0210900	AT2G34490
Os01g0210900	AT2G34500
Os01g0211000	AT2G28850
Os01g0211000	AT2G28860
Os01g0211000	AT2G34490
Os01g0211000	AT2G34500
Os01g0211200	AT2G28850
Os01g0211200	AT2G28860
Os01g0211200	AT2G34490
Os01g0211200	AT2G34500
Os01g0211600	AT2G28850
Os01g0211600	AT2G28860
Os01g0211600	AT2G34490
Os01g0211600	AT2G34500
Os01g0211800	AT2G42380
Os01g0211800	AT3G58120
Os01g0212100	AT5G13010
Os01g0212400	AT1G29020
Os01g0212400	AT1G29025
Os01g0212400	AT2G34020
Os01g0212400	AT2G34030
Os01g0212700	AT2G42360
Os01g0212700	AT5G58580
Os01g0213300	AT1G17310
Os01g0213300	AT1G72350
Os01g0213300	AT3G04100
Os01g0213400	AT2G42360
Os01g0213400	AT5G58580
Os01g0213800	AT1G53230
Os01g0213800	AT3G15030
Os01g0214200	AT5G45920
Os01g0215100	AT1G15000
Os01g0215700	AT5G45910
Os01g0217100	AT4G18195
Os01g0217100	AT4G18197
Os01g0217100	AT4G18205
Os01g0217100	AT4G18210
Os01g0217100	AT4G18220
Os01g0218200	AT1G53300
Os01g0218200	AT2G42580
Os01g0218200	AT3G14950
Os01g0218200	AT3G58620
Os01g0218700	AT1G54350
Os01g0218800	AT3G61740
Os01g0218800	AT4G27910
Os01g0218800	AT5G53430
Os01g0218900	AT3G14740
Os01g0219100	AT5G24170
Os01g0219200	AT3G61730
Os01g0219200	AT3G62500
Os01g0219200	AT5G36000
Os01g0219600	AT1G64390
Os01g0219600	AT4G11050
Os01g0220100	AT1G64390
Os01g0220100	AT4G11050
Os01g0220300	AT3G18760
Os01g0221100	AT2G46370
Os01g0221400	AT3G11405
Os01g0221700	AT1G64150
Os01g0222500	AT1G64200
Os01g0222500	AT4G11150
Os01g0222700	AT1G79740
Os01g0223500	AT1G53920
Os01g0223600	AT1G64210
Os01g0223600	AT4G23740
Os01g0223600	AT5G24100
Os01g0223600	AT5G41680
Os01g0223600	AT5G53320
Os01g0224100	AT4G11140
Os01g0224100	AT4G23750
Os01g0224100	AT4G27950
Os01g0224100	AT5G53290
Os01g0224700	AT4G13260
Os01g0224700	AT5G25620
Os01g0225000	AT1G79900
Os01g0225400	AT2G46110
Os01g0225400	AT3G61530
Os01g0225500	AT2G46110
Os01g0225500	AT3G61530
Os01g0225600	AT1G01470
Os01g0225600	AT2G46140
Os01g0226300	AT1G64090
Os01g0226300	AT2G46170
Os01g0226300	AT3G61560
Os01g0226300	AT4G01230
Os01g0226300	AT4G11220
Os01g0226300	AT4G23630
Os01g0226300	AT5G41600
Os01g0226400	AT1G64110
Os01g0226400	AT4G28000
Os01g0226400	AT5G52882
Os01g0226500	AT2G46200
Os01g0226600	AT4G27970
Os01g0226600	AT5G24030
Os01g0227100	AT4G13250
Os01g0227200	AT4G32710
Os01g0227300	AT1G52280
Os01g0227300	AT3G16100
Os01g0227400	AT1G11610
Os01g0227400	AT2G30750
Os01g0227400	AT2G30770
Os01g0227400	AT3G48270
Os01g0227400	AT3G48280
Os01g0227400	AT3G48290
Os01g0227400	AT3G48300
Os01g0227400	AT3G48310
Os01g0227400	AT3G48320
Os01g0227400	AT4G13290
Os01g0227400	AT4G13310
Os01g0227400	AT4G20235
Os01g0227400	AT4G20240
Os01g0227400	AT5G24950
Os01g0227400	AT5G24960
Os01g0227400	AT5G42590
Os01g0228300	AT3G24570
Os01g0228400	AT5G25630
Os01g0228500	AT3G24605
Os01g0228600	AT1G79870
Os01g0229100	AT5G25754
Os01g0229100	AT5G25757
Os01g0229200	AT3G08790
Os01g0229200	AT4G32760
Os01g0229400	AT4G28950
Os01g0229800	AT4G28940
Os01g0229900	AT1G53023
Os01g0229900	AT1G53025
Os01g0229900	AT3G15355
Os01g0231000	AT4G29080
Os01g0231500	AT4G28860
Os01g0231500	AT4G28880
Os01g0231600	AT4G32780
Os01g0231800	AT3G16220
Os01g0231800	AT3G16230
Os01g0231900	AT3G16220
Os01g0231900	AT3G16230
Os01g0232000	AT2G25810
Os01g0232100	AT2G25810
Os01g0232300	AT1G52160
Os01g0232300	AT3G16260
Os01g0232400	AT3G16270
Os01g0232500	AT1G53023
Os01g0232500	AT1G53025
Os01g0232500	AT3G15355
Os01g0232700	AT5G63890
Os01g0232800	AT2G41451
Os01g0232800	AT3G08550
Os01g0232800	AT3G57200
Os01g0233100	AT1G44110
Os01g0233100	AT1G77390
Os01g0233400	AT4G14385
Os01g0233500	AT1G44110
Os01g0233500	AT1G77390
Os01g0233800	AT1G16440
Os01g0233800	AT1G79250
Os01g0233800	AT3G12690
Os01g0233900	AT1G53023
Os01g0233900	AT1G53025
Os01g0233900	AT3G15355
Os01g0234200	AT3G23890
Os01g0234300	AT1G53840
Os01g0234300	AT3G10710
Os01g0234300	AT3G14300
Os01g0234300	AT5G04960
Os01g0234499	AT3G49220
Os01g0234499	AT5G53370
Os01g0234700	AT1G64450
Os01g0234700	AT4G23930
Os01g0234800	AT1G11890
Os01g0234900	AT3G61790
Os01g0234900	AT4G27880
Os01g0235100	AT5G42070
Os01g0235200	AT3G49250
Os01g0235400	AT2G46520
Os01g0235700	AT1G01260
Os01g0235700	AT2G46510
Os01g0235900	AT1G64500
Os01g0236300	AT1G34170
Os01g0236300	AT1G34310
Os01g0236300	AT1G34390
Os01g0236300	AT1G34410
Os01g0236300	AT1G35240
Os01g0236300	AT1G35520
Os01g0236300	AT1G35540
Os01g0236300	AT1G43950
Os01g0236300	AT2G46530
Os01g0236300	AT3G61830
Os01g0236300	AT4G23980
Os01g0236700	AT1G64530
Os01g0236700	AT4G24020
Os01g0237000	AT1G03700
Os01g0237000	AT4G03540
Os01g0238600	AT1G03810
Os01g0238600	AT2G33845
Os01g0238600	AT4G28440
Os01g0238900	AT4G28450
Os01g0239000	AT2G20570
Os01g0239000	AT5G44190
Os01g0239100	AT2G20550
Os01g0239100	AT2G20560
Os01g0239100	AT4G28480
Os01g0239200	AT5G46110
Os01g0239700	AT1G28440
Os01g0239700	AT4G28490
Os01g0241400	AT1G28480
Os01g0242200	AT1G03840
Os01g0242200	AT5G44160
Os01g0242300	AT3G58150
Os01g0242500	AT4G18460
Os01g0242600	AT1G53590
Os01g0242600	AT3G14590
Os01g0242900	AT1G17080
Os01g0242900	AT1G53560
Os01g0243000	AT5G50890
Os01g0243100	AT3G10310
Os01g0243200	AT5G54860
Os01g0243700	AT1G78520
Os01g0246100	AT1G67220
Os01g0246400	AT3G22840
Os01g0246400	AT4G14690
Os01g0246500	AT4G35590
Os01g0247500	AT1G78530
Os01g0247700	AT1G62262
Os01g0247700	AT1G62280
Os01g0248400	AT1G54340
Os01g0248600	AT3G12530
Os01g0248900	AT4G01630
Os01g0249100	AT4G01630
Os01g0249200	AT1G02335
Os01g0249200	AT3G05930
Os01g0249200	AT3G62020
Os01g0249200	AT5G26700
Os01g0249300	AT5G64130
Os01g0249800	AT1G01490
Os01g0250600	AT1G57540
Os01g0250900	AT5G48960
Os01g0251000	AT3G06960
Os01g0251100	AT3G17465
Os01g0251200	AT2G47090
Os01g0251200	AT3G62240
Os01g0252100	AT3G05840
Os01g0252100	AT5G26751
Os01g0252200	AT5G26749
Os01g0252600	AT4G01935
Os01g0253300	AT1G02690
Os01g0253300	AT3G05720
Os01g0253300	AT4G02150
Os01g0253400	AT5G49320
Os01g0253900	AT1G02660
Os01g0253900	AT3G62590
Os01g0254000	AT1G02620
Os01g0254100	AT3G16830
Os01g0254100	AT5G27030
Os01g0254300	AT3G05620
Os01g0254900	AT4G17730
Os01g0254900	AT5G16830
Os01g0254900	AT5G46860
Os01g0255000	AT3G05600
Os01g0255000	AT4G15955
Os01g0255000	AT4G15960
Os01g0255100	AT3G05600
Os01g0255100	AT4G15955
Os01g0255100	AT4G15960
Os01g0256600	AT5G27820
Os01g0256800	AT2G47680
Os01g0256900	AT5G27720
Os01g0257400	AT2G47850
